CustomerID,Name,Age,Gender,Country,SignupDate,OrderDate,PurchaseAmount,Quantity
CUST1747,Sarah Davis,18,Male,UK,2020-07-19,2023-10-25,453.28,4
CUST1404,Sarah Miller,39,Male,India,2018-11-16,2024-04-11,407.82,1
CUST1557,John Taylor,74,Female,USA,2021-05-23,2024-09-22,589.81,2
CUST1746,Susan Garcia,22,Male,UK,2019-04-23,2024-08-11,1209.29,6
CUST1613,Richard Smith,18,Male,USA,2019-02-09,2024-10-01,94.01,6
CUST1525,Michael Davis,46,Male,UK,2019-05-14,2024-03-27,76.96,5
CUST1873,Jessica Jones,74,Female,USA,2019-05-21,2023-05-06,351.07,1
CUST1188,Charles Williams,50,Female,USA,2021-10-06,2022-05-25,542.56,9
CUST1251,Thomas Moore,38,Male,USA,2020-09-16,2024-12-27,343.69,6
CUST1071,John Miller,56,Male,USA,2020-04-05,2022-09-07,194.07,10
CUST1817,Michael Martinez,35,Male,USA,2020-01-05,2022-07-01,684.81,1
CUST1430,Patricia Davis,64,Female,UK,2022-10-09,2023-08-22,414.02,8
CUST1840,Joseph Anderson,51,Male,UK,2021-11-01,2024-03-01,737.33,8
CUST1988,Barbara Brown,36,Female,India,2022-11-03,2022-02-28,62.13,5
CUST1964,Patricia Jones,53,Female,USA,2018-09-07,2022-08-13,373.63,5
CUST1939,Thomas Martinez,22,Female,India,2018-07-03,2024-03-25,320.68,6
CUST1733,Mary Moore,34,Female,UK,2021-08-14,2023-01-09,278.47,5
CUST1987,Susan Williams,33,Female,USA,2018-03-24,2022-11-10,725.7,3
CUST1750,Susan Thomas,50,Male,USA,2022-07-13,2024-08-12,260.41,10
CUST1330,Michael Moore,34,Unknown,India,2022-12-05,2023-10-22,57.49,10
CUST1445,Richard Jones,54,Unknown,USA,2022-11-27,2023-02-08,257.59,7
CUST1968,Jennifer Thomas,60,Female,USA,2020-10-24,2023-05-19,267.96,10
CUST1728,David Johnson,63,Unknown,UK,2019-09-22,2024-11-01,307.21,4
CUST1365,David Thomas,21,Male,USA,2019-10-25,2022-11-05,318.09,4
CUST1281,Barbara Brown,59,Female,UK,2022-07-19,2024-05-22,336.45,8
CUST1858,David Davis,33,Female,USA,2021-01-12,2023-11-23,81.85,9
CUST1718,Barbara Moore,41,Female,India,2019-08-26,2022-10-27,203.51,10
CUST1621,Mary Lopez,72,Male,UK,2021-03-27,2022-04-27,1209.29,3
CUST1912,Richard Miller,20,Female,USA,2018-12-28,2022-10-24,542.62,5
CUST1685,Elizabeth Martinez,18,Female,India,2019-02-03,2022-10-04,91.85,6
CUST1396,Linda Brown,24,Male,Canada,2021-04-13,2022-08-19,1209.29,10
CUST1207,Mary Garcia,69,Male,Canada,2022-02-16,2023-12-03,262.42,2
CUST1508,Charles Garcia,100,Male,USA,2020-10-28,2024-12-26,545.6,9
CUST1218,Jennifer Rodriguez,57,Female,USA,2021-06-23,2022-12-16,25.98,5
CUST1239,Susan Brown,66,Male,USA,2019-11-21,2023-06-15,83.43,3
CUST1563,Richard Martin,18,Female,USA,2018-01-15,2024-03-01,230.78,4
CUST1355,Michael Taylor,25,Female,USA,2018-04-03,2024-01-26,131.72,8
CUST1871,Karen Garcia,38,Female,USA,2019-02-22,2022-07-01,617.27,4
CUST1192,James Wilson,47,Unknown,UK,2018-06-01,2024-12-10,786.66,1
CUST1280,Elizabeth Martin,44,Female,USA,2018-12-24,2024-09-04,172.28,7
CUST1191,James Lopez,54,Female,Canada,2022-04-15,2024-08-25,441.78,3
CUST1601,Elizabeth Brown,35,Female,Canada,2021-04-11,2022-01-01,264.1,5
CUST1644,Karen Wilson,65,Unknown,USA,2021-09-19,2024-05-28,623.74,2
CUST1707,Sarah Lopez,56,Female,UK,2022-04-25,2023-12-27,628.26,1
CUST1132,Thomas Martinez,58,Female,UK,2022-04-08,2023-03-15,443.9,9
CUST1677,Karen Brown,47,Female,UK,2018-01-16,2023-11-05,534.81,5
CUST1252,Patricia Smith,21,Male,USA,2020-03-10,2022-01-23,437.53,8
CUST1714,John Wilson,27,Male,UK,2022-06-11,2024-06-16,136.65,15
CUST1967,Charles Miller,70,Male,UK,2022-10-09,2022-02-06,391.31,8
CUST1263,Jennifer Moore,65,Female,USA,2022-05-21,2023-11-26,18.81,3
CUST1070,Susan Rodriguez,47,Female,USA,2021-08-08,2022-11-12,1209.29,8
CUST1272,David Brown,51,Female,Canada,2020-10-18,2023-11-13,719.6,5
CUST1598,Susan Martin,45,Female,UK,2020-08-03,2022-10-05,615.71,4
CUST1327,Robert Jones,30,Female,UK,2022-04-18,2022-02-09,740.07,7
CUST1115,William Anderson,24,Male,UK,2021-10-14,2022-06-19,135.88,8
CUST1323,Robert Brown,47,Female,USA,2019-05-12,2022-05-26,325.84,2
CUST1705,Linda Martinez,31,Male,UK,2019-01-08,2024-08-04,36.67,7
CUST1417,Robert Rodriguez,58,Female,USA,2020-07-06,2024-11-08,229.0,2
CUST1482,Robert Wilson,44,Female,India,2020-01-15,2022-12-26,258.7,3
CUST1659,William Wilson,46,Male,India,2020-10-13,2024-01-10,686.32,8
CUST1864,Karen Davis,34,Female,Canada,2022-12-28,2022-11-24,18.08,7
CUST1696,Elizabeth Brown,32,Male,India,2022-06-01,2023-05-13,1209.29,2
CUST1597,David Gonzalez,65,Female,USA,2018-02-26,2022-03-12,196.84,6
CUST1792,Patricia Hernandez,22,Female,Canada,2021-04-25,2023-05-23,365.8,5
CUST1779,Robert Rodriguez,56,Female,USA,2019-04-01,2022-02-20,491.36,7
CUST1278,Karen Johnson,52,Unknown,USA,2018-02-16,2024-09-27,622.15,9
CUST1831,Barbara Taylor,27,Unknown,India,2018-09-12,2024-09-06,547.51,10
CUST1775,Sarah Gonzalez,23,Unknown,USA,2019-12-05,2023-05-12,202.84,9
CUST1002,Barbara Lopez,69,Male,Canada,2021-09-04,2022-09-10,566.61,15
CUST1229,Jessica Miller,73,Female,India,2020-07-02,2022-04-11,715.35,3
CUST1777,James Garcia,34,Male,UK,2018-04-19,2023-10-17,48.58,4
CUST1982,Mary Smith,63,Female,USA,2022-06-11,2022-08-25,272.69,9
CUST1860,John Thomas,47,Male,UK,2022-08-20,2023-08-26,562.13,1
CUST1906,Elizabeth Hernandez,54,Male,India,2018-12-23,2023-02-03,423.0,4
CUST1788,Robert Martinez,100,Male,India,2021-08-08,2022-03-15,671.92,3
CUST1199,Richard Thomas,47,Female,USA,2020-04-06,2023-08-05,497.41,8
CUST1371,Robert Taylor,66,Female,India,2022-02-17,2022-08-21,435.97,10
CUST1924,Linda Jackson,44,Male,USA,2021-03-27,2024-01-26,733.52,5
CUST1701,Sarah Jones,25,Female,UK,2019-06-14,2022-04-03,600.51,9
CUST1649,Barbara Garcia,75,Male,UK,2019-09-27,2024-07-25,227.22,1
CUST1065,Patricia Johnson,46,Male,India,2020-12-05,2023-06-24,114.41,6
CUST1307,Jessica Miller,27,Male,India,2018-03-04,2023-03-23,193.92,8
CUST1040,Susan Garcia,59,Female,India,2022-08-15,2024-10-09,666.28,8
CUST1585,Patricia Moore,53,Female,USA,2020-11-03,2023-05-05,87.38,4
CUST1972,Linda Thomas,49,Female,India,2019-07-14,2023-04-20,482.41,2
CUST1530,Michael Wilson,62,Female,USA,2021-08-28,2023-03-19,592.87,6
CUST1664,Joseph Brown,33,Female,Canada,2021-05-11,2022-02-09,288.88,4
CUST1818,Joseph Anderson,31,Female,India,2018-02-06,2022-04-04,293.13,7
CUST1273,Richard Davis,40,Female,India,2021-10-01,2023-03-08,231.84,3
CUST1900,Linda Jackson,70,Male,India,2022-08-01,2024-02-13,74.23,10
CUST1666,David Martinez,59,Male,India,2018-03-08,2023-08-28,158.48,3
CUST1680,Richard Wilson,75,Male,UK,2020-10-10,2024-07-22,119.95,5
CUST1802,Patricia Garcia,38,Unknown,India,2021-03-06,2023-11-10,360.13,9
CUST1177,Mary Brown,71,Female,USA,2018-03-15,2022-07-07,248.47,5
CUST1300,Charles Taylor,44,Male,USA,2018-03-24,2024-05-24,323.67,8
CUST1037,Robert Davis,60,Male,India,2019-08-23,2023-03-20,139.37,10
CUST1353,Thomas Martinez,61,Female,India,2022-01-07,2023-02-05,277.93,9
CUST1202,Linda Garcia,60,Male,UK,2022-12-02,2024-07-12,478.09,6
CUST1236,Karen Martin,44,Male,India,2022-02-10,2022-08-07,666.88,6
CUST1149,William Gonzalez,43,Female,India,2019-12-08,2024-02-21,309.62,1
CUST1447,Linda Rodriguez,27,Female,India,2020-05-01,2024-11-26,633.15,9
CUST1217,Patricia Wilson,54,Male,USA,2022-02-26,2024-06-14,393.61,1
CUST1716,John Davis,54,Unknown,Canada,2021-09-24,2024-01-20,421.07,4
CUST1466,Barbara Taylor,46,Female,India,2020-10-20,2022-07-26,352.94,1
CUST1582,Karen Moore,62,Male,Canada,2018-04-02,2022-05-28,485.69,6
CUST1898,Karen Wilson,56,Male,India,2020-06-24,2024-03-12,1209.29,4
CUST1302,Robert Taylor,19,Male,Canada,2020-06-28,2023-09-09,759.3,10
CUST1905,Patricia Johnson,53,Female,UK,2019-06-27,2024-01-21,322.47,1
CUST1969,Thomas Rodriguez,67,Male,USA,2018-07-16,2023-09-10,793.14,15
CUST1916,Patricia Martinez,47,Male,USA,2018-08-06,2022-02-24,710.29,5
CUST1977,Susan Davis,72,Female,Canada,2020-04-08,2022-12-05,474.27,2
CUST1388,Jessica Martin,47,Male,USA,2019-11-02,2022-08-20,60.53,2
CUST1049,John Davis,68,Male,UK,2018-09-08,2023-03-03,253.01,10
CUST1422,James Thomas,62,Female,USA,2021-10-17,2022-12-10,103.69,3
CUST1387,Mary Hernandez,100,Female,USA,2019-11-22,2024-09-05,39.13,1
CUST1570,Susan Hernandez,69,Male,India,2022-10-08,2023-01-18,654.76,4
CUST1390,Charles Garcia,25,Female,USA,2021-03-23,2024-03-15,42.15,10
CUST1825,Patricia Thomas,71,Male,USA,2019-09-05,2022-11-03,233.02,4
CUST1352,Jennifer Miller,39,Female,India,2018-11-05,2022-11-15,653.19,1
CUST1193,Robert Rodriguez,32,Unknown,UK,2020-08-24,2024-02-17,321.54,1
CUST1235,Patricia Wilson,25,Unknown,UK,2021-12-05,2024-11-21,532.72,5
CUST1881,Patricia Jones,24,Male,USA,2021-08-13,2022-01-19,472.06,1
CUST1480,Jennifer Martinez,66,Unknown,India,2018-03-21,2023-03-04,338.44,4
CUST1055,Joseph Brown,27,Female,Canada,2020-09-23,2023-08-16,124.27,10
CUST1116,Jessica Martinez,23,Female,India,2021-04-07,2022-01-10,675.85,5
CUST1096,John Davis,74,Female,USA,2021-01-13,2022-07-03,261.76,6
CUST1141,Elizabeth Jones,21,Unknown,UK,2021-09-17,2023-04-09,72.47,6
CUST1739,Jessica Gonzalez,23,Male,UK,2022-05-16,2024-09-17,794.59,6
CUST1909,Robert Taylor,42,Female,USA,2022-05-16,2024-12-23,41.7,4
CUST1821,Charles Smith,27,Male,Canada,2021-01-02,2024-11-10,660.37,3
CUST1624,Elizabeth Brown,74,Male,India,2019-09-06,2023-07-22,665.32,9
CUST1120,David Taylor,52,Female,Canada,2022-05-16,2023-06-22,471.12,1
CUST1751,Michael Garcia,71,Female,Canada,2019-07-18,2023-12-26,450.75,6
CUST1765,Karen Taylor,54,Male,USA,2020-01-03,2022-06-15,10.67,3
CUST1878,Susan Hernandez,73,Male,USA,2021-06-20,2024-02-26,16.85,1
CUST1062,Joseph Rodriguez,75,Female,UK,2022-03-03,2023-10-10,370.9,7
CUST1801,William Wilson,49,Male,UK,2022-08-17,2024-05-09,545.5,8
CUST1806,Susan Lopez,26,Female,USA,2020-01-27,2022-11-23,305.05,7
CUST1453,Linda Smith,53,Male,USA,2021-04-09,2022-07-20,127.91,3
CUST1345,Sarah Smith,49,Male,USA,2022-11-16,2023-08-03,442.4,9
CUST1414,Barbara Gonzalez,36,Female,UK,2020-08-28,2022-12-15,238.02,7
CUST1003,Elizabeth Williams,73,Male,UK,2020-08-21,2022-06-12,564.44,2
CUST1058,Jessica Johnson,55,Female,USA,2021-02-17,2022-12-05,776.27,5
CUST1223,Susan Taylor,47,Male,India,2019-11-06,2022-05-20,570.4,7
CUST1652,Patricia Hernandez,48,Unknown,USA,2019-09-24,2022-04-20,419.22,4
CUST1221,Linda Johnson,41,Male,UK,2020-08-17,2024-02-22,396.14,8
CUST1004,Karen Garcia,33,Male,India,2021-05-21,2024-06-27,35.36,5
CUST1465,Michael Garcia,43,Female,Canada,2019-02-10,2023-12-26,486.78,2
CUST1052,John Thomas,39,Female,Canada,2018-03-11,2024-08-10,444.58,6
CUST1485,David Gonzalez,65,Male,India,2022-05-07,2024-09-10,136.42,6
CUST1496,Jennifer Smith,31,Male,Canada,2022-08-03,2023-10-02,28.38,7
CUST1155,William Brown,29,Female,India,2022-09-17,2022-01-03,481.57,7
CUST1700,James Johnson,47,Male,India,2022-07-22,2024-08-02,559.4,7
CUST1676,Sarah Anderson,74,Unknown,USA,2020-11-12,2023-10-14,42.47,6
CUST1248,Mary Jackson,75,Female,India,2022-09-05,2022-09-24,351.92,9
CUST1441,Sarah Garcia,58,Unknown,USA,2022-08-07,2023-11-18,584.03,15
CUST1965,Barbara Johnson,55,Male,India,2021-07-25,2024-09-24,131.13,6
CUST1117,Sarah Smith,45,Male,UK,2020-07-12,2023-01-19,238.0,8
CUST1971,John Davis,48,Male,USA,2020-01-14,2023-03-14,273.69,5
CUST1368,Jessica Jones,42,Female,UK,2019-05-28,2022-01-03,709.06,3
CUST1291,Barbara Jones,25,Male,Canada,2021-10-01,2023-06-20,788.44,5
CUST1381,William Wilson,60,Female,UK,2019-02-09,2023-07-11,652.11,2
CUST1630,Linda Miller,59,Male,USA,2019-09-17,2023-03-11,686.2,7
CUST1200,Susan Moore,23,Female,UK,2019-07-07,2024-09-26,627.71,9
CUST1755,Robert Garcia,26,Male,UK,2018-01-15,2023-02-28,163.4,1
CUST1955,Susan Martinez,22,Male,USA,2022-01-19,2023-09-16,196.63,4
CUST1505,Sarah Smith,70,Female,Canada,2018-06-27,2024-06-13,651.38,2
CUST1807,David Moore,30,Male,India,2022-08-28,2022-02-08,388.95,8
CUST1340,Linda Taylor,65,Male,India,2021-09-25,2022-05-15,621.2,3
CUST1154,Elizabeth Davis,23,Female,USA,2021-12-26,2024-07-11,14.1,6
CUST1907,John Lopez,39,Male,UK,2020-02-16,2024-01-17,322.83,2
CUST1848,Charles Jones,68,Unknown,Canada,2021-09-11,2024-04-24,519.52,4
CUST1769,John Davis,30,Male,USA,2020-07-03,2023-11-06,255.76,8
CUST1829,Sarah Anderson,60,Female,USA,2022-05-03,2023-11-01,780.32,2
CUST1322,Elizabeth Martin,47,Male,UK,2018-05-08,2023-01-25,413.9,10
CUST1943,Charles Taylor,64,Female,Canada,2019-04-20,2022-11-26,319.39,10
CUST1618,Robert Jones,42,Female,Canada,2021-02-04,2024-05-05,110.75,6
CUST1615,Sarah Martinez,74,Female,USA,2018-04-01,2023-07-05,188.45,7
CUST1464,Robert Miller,69,Female,UK,2018-12-03,2022-07-09,618.99,1
CUST1995,William Gonzalez,35,Female,UK,2018-09-12,2023-05-24,30.66,3
CUST1333,Barbara Lopez,33,Unknown,UK,2018-11-09,2022-09-09,718.77,2
CUST1010,Sarah Miller,43,Female,India,2022-08-04,2022-02-11,191.79,2
CUST1032,Linda Rodriguez,75,Unknown,USA,2019-03-08,2024-03-23,1209.29,7
CUST1813,Sarah Garcia,72,Male,India,2021-10-21,2022-11-14,712.59,3
CUST1925,Linda Gonzalez,31,Unknown,Canada,2018-04-01,2022-05-04,623.09,5
CUST1382,Jessica Miller,29,Female,USA,2019-09-25,2022-10-21,575.17,2
CUST1794,Robert Jones,36,Female,UK,2019-01-28,2024-05-05,579.7,9
CUST1587,David Gonzalez,69,Unknown,India,2022-07-16,2023-01-22,122.71,5
CUST1959,Joseph Taylor,61,Female,India,2022-12-13,2024-09-12,423.54,9
CUST1378,Richard Anderson,65,Male,Canada,2022-04-17,2024-12-06,541.51,1
CUST1089,Linda Anderson,51,Unknown,India,2019-06-12,2023-07-25,51.37,6
CUST1213,Jennifer Lopez,41,Male,India,2018-05-15,2023-04-27,129.39,2
CUST1883,Elizabeth Williams,69,Female,USA,2022-10-14,2023-05-07,724.38,6
CUST1346,Michael Johnson,21,Female,USA,2019-01-22,2023-02-02,150.82,10
CUST1663,John Rodriguez,57,Female,UK,2019-03-19,2022-03-11,711.36,7
CUST1007,Thomas Rodriguez,73,Male,Canada,2018-11-18,2024-06-04,368.44,5
CUST1651,Susan Williams,58,Male,USA,2021-07-11,2022-03-10,531.14,1
CUST1320,Susan Brown,29,Unknown,UK,2022-06-22,2024-10-15,444.56,6
CUST1187,Jessica Lopez,68,Female,USA,2020-03-24,2024-02-25,349.17,5
CUST1552,Susan Jones,68,Female,USA,2021-07-28,2023-10-18,148.8,5
CUST1304,James Smith,66,Male,UK,2020-08-18,2024-08-25,615.04,10
CUST1031,Karen Taylor,53,Female,USA,2021-08-09,2024-05-25,226.93,5
CUST1859,Charles Jackson,51,Female,USA,2022-11-07,2023-03-15,504.81,7
CUST1240,Patricia Gonzalez,47,Female,UK,2021-07-21,2022-03-23,677.04,10
CUST1767,Jessica Moore,62,Male,India,2021-08-23,2022-07-05,115.49,5
CUST1174,William Jones,26,Male,USA,2020-04-25,2023-03-19,306.39,2
CUST1245,John Martin,58,Female,India,2022-04-21,2023-06-27,677.01,10
CUST1056,Thomas Jones,35,Female,UK,2022-05-27,2023-12-10,362.77,6
CUST1791,Susan Brown,72,Female,USA,2022-02-24,2023-07-22,202.02,5
CUST1145,Charles Wilson,30,Female,USA,2021-10-27,2023-09-21,659.06,8
CUST1090,John Hernandez,61,Female,UK,2020-12-28,2023-02-19,255.08,7
CUST1392,Michael Jones,51,Female,UK,2019-03-20,2024-03-23,79.54,5
CUST1310,Jessica Gonzalez,37,Female,USA,2018-12-18,2023-08-21,711.14,4
CUST1359,Linda Garcia,57,Female,India,2021-01-05,2023-11-02,78.03,10
CUST1093,Richard Jones,71,Male,Canada,2021-01-14,2024-12-08,604.39,4
CUST1731,Jessica Gonzalez,52,Female,UK,2018-04-04,2023-08-11,101.5,6
CUST1790,Patricia Martin,52,Male,India,2021-12-02,2023-12-25,576.13,8
CUST1376,Patricia Johnson,43,Female,UK,2021-12-25,2023-11-23,124.67,1
CUST1243,Sarah Martin,100,Unknown,India,2021-03-03,2023-04-11,1209.29,7
CUST1866,Patricia Garcia,49,Male,USA,2022-06-06,2024-12-23,236.29,5
CUST1087,Charles Johnson,22,Female,India,2021-01-02,2023-02-21,410.58,9
CUST1214,John Lopez,44,Male,India,2018-07-27,2024-11-28,196.16,7
CUST1444,William Moore,72,Male,Canada,2021-01-02,2023-10-10,331.54,2
CUST1173,Mary Jackson,35,Unknown,USA,2020-12-10,2024-05-28,602.57,1
CUST1425,Charles Lopez,72,Unknown,USA,2022-04-17,2022-10-25,575.49,3
CUST1815,James Davis,27,Female,USA,2022-11-25,2024-08-21,463.81,10
CUST1118,Sarah Rodriguez,57,Male,USA,2018-07-12,2024-06-25,412.21,1
CUST1867,Patricia Brown,74,Male,USA,2022-08-07,2024-01-16,190.63,3
CUST1000,Patricia Smith,33,Male,USA,2018-11-24,2024-07-02,193.8,9
CUST1394,Patricia Jones,48,Female,USA,2019-11-02,2024-06-10,274.09,8
CUST1401,Susan Miller,36,Male,Canada,2018-01-16,2022-12-15,376.37,7
CUST1650,Charles Brown,56,Male,USA,2019-05-09,2022-02-16,174.3,1
CUST1657,Robert Hernandez,38,Male,Canada,2020-04-15,2022-09-03,177.62,9
CUST1162,Karen Johnson,59,Female,USA,2020-07-04,2022-05-08,319.0,10
CUST1114,Susan Thomas,39,Male,UK,2020-12-28,2023-03-25,93.89,2
CUST1150,James Garcia,72,Female,Canada,2020-10-28,2024-01-08,556.91,5
CUST1619,David Thomas,62,Female,India,2020-03-26,2023-07-18,399.16,4
CUST1856,Charles Garcia,63,Male,India,2019-08-01,2024-02-26,95.14,10
CUST1543,John Davis,24,Male,Canada,2019-01-14,2023-06-18,748.12,7
CUST1477,Jessica Brown,49,Female,USA,2019-09-02,2023-05-12,688.97,2
CUST1532,Karen Jackson,42,Male,UK,2018-09-13,2023-02-11,250.67,9
CUST1512,Linda Brown,39,Male,UK,2022-04-03,2022-11-15,57.94,6
CUST1894,Michael Davis,20,Female,UK,2021-08-11,2023-08-15,602.94,1
CUST1810,William Moore,36,Male,USA,2018-12-23,2023-08-24,379.98,6
CUST1258,Thomas Thomas,70,Male,USA,2020-08-08,2022-11-11,756.54,9
CUST1889,James Wilson,32,Male,USA,2018-07-11,2023-04-23,156.99,10
CUST1135,Sarah Anderson,37,Male,UK,2020-01-24,2024-02-02,60.37,2
CUST1616,Patricia Thomas,25,Male,USA,2020-06-03,2022-06-03,150.67,10
CUST1669,Michael Martinez,29,Female,India,2022-08-17,2022-11-02,183.47,15
CUST1592,Mary Wilson,28,Female,USA,2020-11-08,2023-05-16,11.77,7
CUST1837,Karen Lopez,72,Female,Canada,2021-07-02,2023-12-24,515.81,5
CUST1501,Barbara Moore,68,Male,India,2021-09-15,2022-08-27,142.23,8
CUST1538,Elizabeth Williams,64,Male,India,2021-09-04,2022-02-17,140.22,1
CUST1689,Joseph Johnson,40,Male,India,2021-05-01,2023-09-28,567.92,2
CUST1581,Patricia Taylor,52,Male,UK,2018-04-10,2024-05-22,397.45,6
CUST1343,Barbara Williams,42,Unknown,India,2019-07-18,2022-03-11,124.24,1
CUST1713,James Lopez,20,Male,UK,2018-02-17,2022-09-03,460.59,7
CUST1656,Thomas Rodriguez,36,Unknown,UK,2021-01-04,2023-07-26,67.39,6
CUST1293,Joseph Brown,47,Female,Canada,2018-01-22,2023-10-04,690.86,5
CUST1364,Charles Thomas,56,Female,UK,2022-02-27,2022-05-13,551.55,7
CUST1662,Robert Brown,73,Female,USA,2019-02-07,2024-01-23,630.11,5
CUST1014,Susan Thomas,73,Female,USA,2019-07-01,2023-08-10,587.1,8
CUST1086,Robert Williams,67,Female,India,2022-10-15,2024-06-05,1209.29,5
CUST1370,Charles Thomas,33,Unknown,UK,2021-09-19,2022-01-19,99.4,2
CUST1165,Thomas Garcia,39,Unknown,UK,2021-04-26,2024-03-06,592.54,8
CUST1926,Joseph Brown,40,Female,USA,2022-05-11,2023-04-10,736.45,10
CUST1335,Michael Jones,63,Unknown,USA,2021-03-21,2023-02-18,673.22,1
CUST1059,David Martin,59,Male,UK,2022-07-11,2024-01-20,550.68,4
CUST1354,Jennifer Jackson,29,Male,USA,2020-12-28,2024-01-09,702.87,5
CUST1424,Mary Thomas,34,Male,USA,2020-11-01,2022-10-07,287.71,5
CUST1292,Jessica Garcia,50,Female,UK,2019-10-05,2024-07-16,321.04,3
CUST1041,Linda Anderson,60,Female,UK,2018-08-28,2022-08-07,278.87,5
CUST1329,Robert Williams,21,Male,India,2019-05-01,2024-02-10,272.18,4
CUST1429,Jessica Brown,51,Male,USA,2019-07-13,2024-03-03,277.52,7
CUST1079,Jennifer Rodriguez,37,Female,UK,2018-03-28,2024-11-13,510.21,6
CUST1028,John Martinez,58,Female,USA,2019-11-10,2022-03-01,385.36,2
CUST1254,Sarah Johnson,47,Female,USA,2022-08-27,2024-12-23,441.83,4
CUST1789,Linda Anderson,22,Male,Canada,2018-11-22,2024-08-28,339.5,9
CUST1383,John Jackson,67,Female,USA,2021-03-21,2022-11-13,270.57,1
CUST1313,Joseph Miller,47,Female,UK,2019-05-02,2024-08-18,397.17,9
CUST1084,Elizabeth Brown,38,Male,USA,2022-08-27,2022-07-28,475.21,7
CUST1574,Richard Brown,66,Male,Canada,2020-08-21,2024-03-15,124.41,4
CUST1136,Jessica Johnson,29,Male,USA,2021-06-13,2023-07-03,284.74,9
CUST1111,Patricia Taylor,28,Male,UK,2019-06-17,2022-05-07,249.23,9
CUST1194,Susan Jones,34,Female,USA,2021-12-27,2023-08-09,170.14,10
CUST1129,David Martinez,59,Unknown,India,2021-03-28,2023-04-26,587.58,3
CUST1337,Karen Davis,32,Male,UK,2018-12-25,2022-09-28,305.43,8
CUST1608,Elizabeth Johnson,74,Female,USA,2020-01-21,2022-09-04,509.82,6
CUST1124,Karen Thomas,33,Female,India,2020-04-10,2024-04-23,285.55,5
CUST1226,Richard Hernandez,64,Male,Canada,2021-05-09,2023-07-24,795.86,6
CUST1268,Jessica Anderson,67,Female,India,2022-02-06,2023-03-18,710.21,2
CUST1152,Elizabeth Garcia,54,Female,Canada,2022-06-13,2024-12-03,1209.29,6
CUST1584,John Rodriguez,62,Male,Canada,2020-10-22,2023-03-11,771.57,5
CUST1103,Susan Gonzalez,75,Female,UK,2019-08-23,2023-09-09,72.35,3
CUST1593,Michael Martinez,59,Unknown,USA,2021-10-28,2022-06-01,289.58,6
CUST1896,Michael Smith,28,Female,India,2020-04-07,2024-12-16,682.76,1
CUST1691,Thomas Taylor,62,Female,India,2022-06-19,2022-01-01,535.56,8
CUST1227,Linda Moore,48,Female,India,2020-03-27,2023-02-16,582.9,3
CUST1928,James Gonzalez,47,Female,USA,2018-08-09,2022-04-24,601.75,8
CUST1301,Sarah Johnson,47,Female,India,2018-02-09,2022-11-13,592.7,3
CUST1275,Mary Jones,28,Male,Canada,2022-01-19,2022-03-09,330.31,1
CUST1126,Michael Moore,53,Female,USA,2018-10-24,2022-01-22,51.47,8
CUST1405,John Lopez,49,Unknown,India,2018-08-23,2023-10-12,708.34,7
CUST1683,Barbara Jones,75,Female,USA,2021-03-13,2023-09-15,223.44,2
CUST1934,Patricia Smith,54,Male,Canada,2019-08-22,2024-05-16,528.45,2
CUST1036,William Williams,65,Unknown,USA,2020-04-21,2024-01-25,167.49,6
CUST1139,Michael Johnson,36,Male,Canada,2022-06-19,2022-05-05,227.37,10
CUST1303,Karen Anderson,58,Female,India,2022-05-12,2024-04-26,298.97,5
CUST1267,Charles Lopez,45,Male,USA,2020-04-26,2024-12-21,293.99,6
CUST1533,Jennifer Johnson,56,Female,USA,2019-04-03,2023-04-08,65.28,15
CUST1545,Barbara Johnson,100,Female,UK,2022-08-04,2023-02-20,560.09,3
CUST1212,Karen Thomas,19,Male,USA,2020-02-16,2023-07-16,219.35,7
CUST1468,Elizabeth Davis,36,Male,India,2018-01-17,2024-07-14,579.04,6
CUST1198,Charles Jackson,70,Male,USA,2018-04-21,2022-02-28,754.4,15
CUST1672,Joseph Jones,60,Female,UK,2020-01-06,2022-03-22,775.94,8
CUST1527,Jennifer Anderson,59,Male,UK,2018-05-27,2023-04-04,40.24,4
CUST1675,Robert Wilson,60,Male,UK,2021-01-08,2023-04-24,764.3,5
CUST1833,John Rodriguez,60,Female,USA,2022-10-03,2023-03-05,614.03,4
CUST1241,Jessica Jackson,29,Female,USA,2020-10-01,2023-08-04,60.04,1
CUST1342,Richard Wilson,19,Male,India,2022-12-07,2022-05-11,107.6,8
CUST1549,David Hernandez,52,Male,Canada,2019-11-23,2024-07-17,507.53,8
CUST1386,Jessica Williams,46,Male,USA,2018-04-01,2023-07-03,772.31,1
CUST1902,Sarah Jones,38,Female,UK,2022-09-07,2024-10-04,591.04,9
CUST1206,Sarah Martin,32,Male,UK,2020-12-23,2022-03-24,759.47,10
CUST1295,Robert Jackson,70,Male,Canada,2020-04-18,2023-04-05,17.7,3
CUST1695,Jessica Miller,54,Female,India,2020-06-20,2022-08-14,459.63,9
CUST1073,Susan Taylor,22,Female,India,2020-09-19,2023-09-08,727.91,5
CUST1785,Richard Martinez,47,Female,USA,2021-11-06,2023-10-21,334.13,10
CUST1845,Elizabeth Martin,23,Female,USA,2021-01-08,2024-05-01,559.11,4
CUST1749,Karen Thomas,18,Male,USA,2018-10-05,2022-08-28,717.8,15
CUST1016,John Davis,74,Male,India,2022-01-20,2023-11-19,171.36,4
